gs_id,gnn_cluster,structlite_cluster
GEX120419,6,3
GEX120420,5,3
GEX120441,4,4
GEX120458,2,5
GEX120459,7,9
GEX120483,0,3
GEX120598,6,0
GEX120599,7,5
GEX120709,4,9
GEX120762,2,6
GEX120769,0,7
GEX120770,0,7
GEX120787,9,0
GEX120788,4,7
GEX120844,3,3
GEX120856,8,1
GEX120901,0,3
GEX120903,8,1
GEX121053,6,2
GEX121089,5,4
GEX121090,3,4
GEX121105,0,3
GEX121139,9,3
GEX121163,0,7
GEX121181,2,6
GEX121239,1,5
GEX121240,2,5
GEX121254,0,7
GEX121281,1,0
GEX121282,2,5
GEX121312,8,6
GEX121394,7,4
GEX121407,0,3
GEX121429,7,5
GEX121433,3,3
GEX121523,0,7
GEX121645,3,7
GEX121646,0,0
GEX121649,8,1
GEX121674,9,7
GEX121694,4,3
GEX121734,2,6
GEX121741,8,4
GEX121783,9,3
GEX121843,0,7
GEX121844,4,7
GEX121851,1,2
GEX121852,9,2
GEX121925,4,5
GEX121926,0,7
GEX121932,0,3
GEX121936,3,7
GEX121937,9,3
GEX121968,9,2
GEX121969,6,2
GEX122086,5,4
GEX122100,0,3
GEX122106,1,7
GEX122121,2,6
GEX122138,2,6
GEX122211,2,8
GEX122246,2,0
GEX122262,3,3
GEX122263,4,7
GEX122301,4,3
GEX122363,0,7
GEX122484,3,3
GEX122485,4,3
GEX122491,8,4
GEX122497,9,3
GEX122498,0,7
GEX122501,0,7
GEX122502,7,0
GEX122503,3,3
GEX122507,9,3
GEX122521,3,7
GEX122522,6,0
GEX122589,9,3
GEX122662,9,7
GEX122723,3,3
GEX122724,2,5
GEX122762,3,7
GEX122781,6,9
GEX122808,2,6
GEX122815,2,6
GEX122929,8,1
GEX122959,5,3
GEX122960,5,9
GEX122998,2,6
GEX123022,7,4
GEX123057,9,2
GEX123058,7,5
GEX123103,4,7
GEX123111,8,6
GEX123124,5,2
GEX123125,9,2
GEX123201,6,0
GEX123241,3,3
GEX123261,5,2
GEX123300,8,1
GEX123309,2,6
GEX123332,0,3
GEX123412,0,4
GEX123446,0,7
GEX123447,7,0
GEX123508,0,7
GEX123545,0,3
GEX123546,6,9
GEX123556,6,9
GEX123595,5,3
GEX123709,9,3
GEX123710,6,3
GEX123720,9,2
GEX123838,9,2
GEX123839,2,2
GEX123894,1,9
GEX123922,8,1
