group_id,source,target,edge_type,disease_ids,disease_names,pathway_ids,pathway_names,source_db,min_pval,disease_count,go_terms,go_count,overlap_count,similarity,neg_log_pval,shared_pmid_count,shared_pmids
A0,GEX042631,GEX054351,gene_overlap,,,,,,,,,,1584.0,0.8188475080869093,1.430081826473255e-33,,
A0,GEX043271,GEX082362,gene_overlap,,,,,,,,,,1038.0,1.0,17.64925622276496,,
A0,GEX043309,GEX103269,gene_overlap,,,,,,,,,,823.0,0.6009139162017145,0.0002115975302308,,
A0,GEX043421,GEX084448,gene_overlap,,,,,,,,,,1182.0,0.6580967781132288,4.5528073898172715e-21,,
A0,GEX043852,GEX054351,gene_overlap,,,,,,,,,,1522.0,0.8185940799048849,3.1186874559663325e-10,,
A0,GEX044089,GEX092167,gene_overlap,,,,,,,,,,1104.0,0.7721087298365777,1.142252138325312e-06,,
A0,GEX044611,GEX077692,gene_overlap,,,,,,,,,,6.0,0.4399999999999999,0.0019331298359302,,
A0,GEX045019,GEX091812,gene_overlap,,,,,,,,,,1586.0,0.7558086637056142,6.3599298517121995e-55,,
A0,GEX045370,GEX067826,gene_overlap,,,,,,,,,,1709.0,0.7858219545455899,1.6599125741376524e-74,,
A0,GEX045370,GEX073138,gene_overlap,,,,,,,,,,923.0,0.5568400766741555,0.3544579938274822,,
A0,GEX045376,GEX119866,gene_overlap,,,,,,,,,,1023.0,0.62681242537072,3.1924532521257028e-12,,
A0,GEX045376,GEX088538,gene_overlap,,,,,,,,,,1058.0,0.6094545474112997,0.1972234235786452,,
A0,GEX045680,GEX062447,gene_overlap,,,,,,,,,,1260.0,0.7205315293286181,3.992400905279959e-22,,
A0,GEX046282,GEX088111,gene_overlap,,,,,,,,,,829.0,1.0,11.218863643705845,,
A0,GEX046490,GEX048844,gene_overlap,,,,,,,,,,1608.0,0.8026270278322508,6.20099655075328e-40,,
A0,GEX046490,GEX106696,gene_overlap,,,,,,,,,,1718.0,0.8292392222321578,4.5802108000527757e-41,,
