threshold,cluster,cluster_nodes,cluster_genes,universe_genes,tested_terms,term_id,term_name,term_description,k_overlap,n_cluster_genes,m_term_genes,M_universe_genes,p_value,q_value,enrichment_ratio
090,5,172,10290,43329,123544,GEX083891,GSE207310-8-vs-7-human up,"Up genes in liver biopsy sex female preservation rnalater steatosis activity fibrosis score kleiner grade nafld vs liver biopsy sex preservation snap frozen steatosis activity fibrosis score kleiner grade 2 nafld (GSE207310, human)",655,10290,655,43329,0.0,0.0,4.210787172011662
090,5,172,10290,43329,123544,GEX096686,GSE140997-6-vs-7-human up,"Up genes in rna seq cell line h9 nsun6 knockout (clone 3 nucleotide indel exon9) human embryonic stem cells vs rna seq cell line hek293 nsun6 knockout (clone 2 nucleotide indel) 4 human embryonic kidney 293 cells (GSE140997, human)",1648,10290,1648,43329,0.0,0.0,4.210787172011662
090,5,172,10290,43329,123544,GEX097124,GSE193704-0-vs-1-human up,"Up genes in withdox nooht replicate chip antibody none 4 oht (er yap2sa) non induced dox ( comp) mcf10a er yap2sa comp vs nodox nooht replicate chip antibody none 4 oht (er yap2sa) non induced dox ( comp) mcf10a er yap2sa comp (GSE193704, human)",748,10290,748,43329,0.0,0.0,4.210787172011662
090,6,120,20926,43329,123544,GEX000043,GSE255299-10-vs-2-human up,"Up genes in circulating tumor cells (ctcs) id 6 day (relative start date) 0 vs cell line a375 melanoma id day (relative start date) 0 (GSE255299, human)",1561,20926,1561,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX000733,GSE220620-0-vs-10-human dn,"Dn genes in bxpc 3 cells dmso bio rep cell line pdac na vehicle time 48 hr vs mia paca 2 cells 3a4 bio rep cell line pdac na lxr inverse agonist time 48 hr (GSE220620, human)",1991,20926,1991,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX001349,"GSE172238,GSE172240-4-vs-11-human up","Up genes comparing Group 4 vs Group 11 (GSE172240, human)",1443,20926,1443,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX011755,GSE220620-7-vs-8-human dn,"Dn genes in bxpc 3 cells 1e5 bio rep cell line pdac na lxr inverse agonist time 48 hr vs mia paca 2 cells gw3965 bio rep cell line pdac na lxr agonist time 48 hr (GSE220620, human)",1893,20926,1893,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX027487,GSE255299-2-vs-10-human dn,"Dn genes in cell line a375 melanoma id day (relative start date) 0 vs circulating tumor cells (ctcs) id 6 day (relative start date) 0 (GSE255299, human)",1561,20926,1561,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX039918,GSE193479-1-vs-2-human dn,"Dn genes in ncg mda stably transfected vector containing mir 200b 200a 429 human mammary tumor cell line vs ncg mda stably transfected vector containing mir 200c 141 human mammary tumor cell line (GSE193479, human)",1425,20926,1425,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX055573,GSE123943-2-vs-0-human dn,"Dn genes in 697 ctrl repl. sirna replicate cell line b cells vs reh sox11 ko repl. sirna replicate cell line b cells (GSE123943, human)",1806,20926,1806,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX084200,GSE121905-2-vs-3-human dn,"Dn genes in hepg2 ctl transcription factor overexpression none hepatoma cells vs hlc h9 transcription factor overexpression none stem cell derived hepatocytes (GSE121905, human)",1955,20926,1955,43329,0.0,0.0,2.070582051036988
090,6,120,20926,43329,123544,GEX116668,GSE86064-4-vs-5-human dn,"Dn genes in dgm lae bc smoking status copd smoker large airway basal cells cultured epithelium vs dgm m12 sm smoking status nonsmoker small airway epithelial cells (GSE86064, human)",1488,20926,1488,43329,0.0,0.0,2.070582051036988
